2019-05-15 01:47:43,LaMesaCoffee,"b""Bienvenido a La Mesa.\n\nWe're an American owned full service specialty coffee shop just a short walk from the Udom S\xe2\x80\xa6 https://t.co/RX6Lb5erjL""","Bangkok, Thailand"
2019-05-15 01:26:18,Monet,b'Specialty coffee sells for $75 a cup. https://t.co/N8y1pAf9gJ',"Paris, France"
2019-05-15 01:07:08,sherin78,b'RT @TheView: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/LPzPBV6qgL https://t.co/3wOWVQUl\xe2\x80\xa6',"Buena Park, California"
2019-05-15 01:04:19,jbviau,"b""Wait, there's a @cafegrumpy in Miami?! Added it (https://t.co/2m9tch4rzn) to the S. FL list: https://t.co/FWAE4y3ahp""","Pembroke Pines, FL"
2019-05-15 00:51:09,Haskil_TDB,"b'Me: ""One of the specialty coffees we offer is a Geisha. A Geisha pour over is about $20.""\n\nCustomer: ""Do I get a ha\xe2\x80\xa6 https://t.co/B4g2FjYeFQ'","Gold Coast, Queensland"
2019-05-15 00:48:07,BBlogRT,b'RT @wickedyuzu: The Baristro at Ping River. Traditional Thai desserts meets specialty coffee  READ MORE HERE &gt;&gt;https://t.co/9Sus1XWlja&lt;&lt; @L\xe2\x80\xa6',PR: bblogrt@gmail.com
2019-05-15 00:44:26,wickedyuzu,b'The Baristro at Ping River. Traditional Thai desserts meets specialty coffee  READ MORE HERE &gt;&gt;\xe2\x80\xa6 https://t.co/e2Ej4jWq89',World Wide
2019-05-15 00:14:05,marcozande,b'@marketlane Merci! https://t.co/UPo2JSDA4H',"Brisbane, Queensland"
2019-05-14 23:59:49,veganmafia,b'Repost @VeganVita\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nMy specialty #vegan donuts are now available at TWO locations all week! \nStop and get a donut\xe2\x80\xa6 https://t.co/PVrHTdFR3V',"Wilmington, DE"
2019-05-14 23:30:14,GoldMtnCoffee,"b'\xf0\x9f\x93\xa3 2019 #GoldMtnCoffee \xe2\x9a\xa1\xef\xb8\x8f \n\n\xe2\x98\x95\xef\xb8\x8f We teamed up w/ producers in the Jinotega region on this lot of specialty coffee, whi\xe2\x80\xa6 https://t.co/9ZBSRaj4kh'","Matagalpa, Nicaragua"
2019-05-14 22:41:53,ajohon,b'RT @TheView: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/LPzPBV6qgL https://t.co/3wOWVQUl\xe2\x80\xa6',"NYC, NY"
2019-05-14 22:31:49,PoppaSwope,"b""RT @elichap822: As #STLCards fans know ~ @Cafejr40 has become a MVP for our team. He currently has his 'own' coffee blend to share. Proceed\xe2\x80\xa6""","Illinois, USA"
2019-05-14 22:21:20,rvgvd,b'\xd8\xa7\xd8\xb1\xd8\xaa \xd9\x85\xd8\xaa\xd9\x82\xd9\x85\xd8\xb5 \xd8\xb4\xd8\xae\xd8\xb5\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x83\xd9\x86\xd8\xba\xd8\xb1 \xd8\xa7\xd9\x84\xd8\xb0\xd9\x87\xd8\xa8\xd9\x8a \xf0\x9f\xa6\x8a (@ Element Specialty Coffee in Riyadh) https://t.co/8WsSDdhPRD https://t.co/3G6XcWKpn0',3:6
2019-05-14 22:16:15,kolencherry,b'@benkepes @alexwilliams specialty coffee at some place like Morrow? #EscapeTheConferenceBubble',"Austin, TX"
2019-05-14 22:00:49,jshoreonline,"b'Have coffee with the new cardiologist in Whiting tomorrow! Read more about Dr. Seth, MD, FACC.\xe2\x80\xa6 https://t.co/hd8nmZeG4o'",The Jersey Shore
2019-05-14 21:16:16,BethWms,b'RT @TheView: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/LPzPBV6qgL https://t.co/3wOWVQUl\xe2\x80\xa6',"Jxn,MS/Dallas,TX"
2019-05-14 21:12:00,TheView,b'A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/LPzPBV6qgL https://t.co/3wOWVQUllN',Weekdays 11e|10c|p on ABC
2019-05-14 21:11:11,SpecialtyBarist,"b'RT PerfectDailyG ""From #Bukavu to Boston: A journey to the world\xe2\x80\x99s largest specialty coffee conference helps Congol\xe2\x80\xa6 https://t.co/uUsmjriUIM'",Mexico
2019-05-14 20:57:55,maryamalslim27,"b""I'm at C PLUS SPECIALTY COFFEE in Al Hufuf, Ash Sharqiyah https://t.co/2T1WNOOTWx""",
2019-05-14 20:56:28,CbdYour,b'On the run and want a Healthier Cup of Specialty Coffee with your favorite Creamer   https://t.co/FY33fpwqmX\n\nVegan\xe2\x80\xa6 https://t.co/knIzDT6F0o',Los
2019-05-14 20:52:42,Nightline,b'A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/iyr19NSsA3 https://t.co/e5vpgzc3pZ',"New York, USA"
2019-05-14 20:50:53,shahadA_5,"b""I'm at Huge specialty coffee in Al Mubarraz, Ash Sharqiyah w/ @xfarriiis @js74ll @xa7mad_n @aeyaey000 https://t.co/SO0qyxyQ5o""","Al Khobar, Kingdom of Saudi Arabia"
2019-05-14 20:48:30,XiAnwar_Oq,"b""I'm at Volume Coffee | Specialty Coffee in Riyadh https://t.co/17XjbE38G4""",
2019-05-14 20:43:04,Kibbs70441697,b'My specialty is blue cheese coffee.\n\nYou let the coffee age in the coffee maker until it has mold on top of it. Adds sooooo much flavor\n\n/s',milwacky
2019-05-14 20:39:35,ElijahCyber,"b'Chicago friends, please join us this Wednesday 5/15 for Cyber Coffee With ELIJAH, from 9:30am-11:30am, at Specialty\xe2\x80\xa6 https://t.co/nusorRfVTa'",West
2019-05-14 20:38:52,ElijahLtd,"b'Chicago friends, please join us this Wednesday 5/15 for Cyber Coffee With ELIJAH, from 9:30am-11:30am, at Specialty\xe2\x80\xa6 https://t.co/AGuDJqyHxC'","Chicago, Illinois"
2019-05-14 20:36:31,rawabii94,b'With @xianwar_oq @_rahafsultan @ragad_3q \xe2\x9d\xa4\xef\xb8\x8f (@ Volume Coffee | Specialty Coffee in Riyadh) https://t.co/iDOEwtQy5O',🇸🇦
2019-05-14 20:35:24,applebbrother,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/ElwcOaitcK https://t.co/WA9ovR5v7Z',"Ventura,CA"
2019-05-14 20:33:09,gregorycortez,"b'Every Fad Will Flop \xf0\x9f\x90\x8b\n\nCoffee shops\nSpecialty drinks\nFood + Beer\nCraft / Artisan shops\nClothing / ""Brands""\n""Investo\xe2\x80\xa6 https://t.co/WBettjvArw'",
2019-05-14 20:09:15,sweetemotion4,"b'\xf0\x9f\x98\x8b\xf0\x9f\x98\x8b (@ Chemistry Specialty Coffee in Khobar, Eastern region) https://t.co/2QlyggU8gU'",Instagram: samaa_zb
2019-05-14 20:02:01,Hunter00714667,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',
2019-05-14 19:55:10,turki_alomair,"b""I'm at Huge specialty coffee in Al Mubarraz, Ash Sharqiyah w/ @xfarriiis @aeyaey000 @ad_25e @abood_b65 https://t.co/qghYo9H48l""","AlKhobar, SA"
2019-05-14 19:46:14,Humblme,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',California
2019-05-14 19:46:01,madkhli92,"b'""Thumbs up for hajeen coffee beans"" #FoursquareFind @ DEST Specialty Coffee https://t.co/n5cwiMtOqq'",
2019-05-14 19:45:10,onyekar,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Aba, Nigeria"
2019-05-14 19:40:26,deckacards,"b""RT @elichap822: As #STLCards fans know ~ @Cafejr40 has become a MVP for our team. He currently has his 'own' coffee blend to share. Proceed\xe2\x80\xa6""",
2019-05-14 19:40:16,Reonasa,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Las Vegas, NV"
2019-05-14 19:40:11,RosemaryQuinlin,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Rutherford, PA"
2019-05-14 19:39:23,laurabrmartinez,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Brownsville, Texas"
2019-05-14 19:38:57,wyndovelh,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"California, USA"
2019-05-14 19:37:08,MashishiPego,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',Johannesburg
2019-05-14 19:36:53,KaylaBurrows2,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Nassau, Bahamas"
2019-05-14 19:36:41,NorthNewsjunkie,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',
2019-05-14 19:36:03,CPratsFerre,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',"Cabassers, El Priorat"
2019-05-14 19:35:56,BjornHanley,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',Saint Kitts and Nevis
2019-05-14 19:34:58,magnolia_1_,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',
2019-05-14 19:34:32,motasher,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',motasher@yahoo.com
2019-05-14 19:34:17,TweetingTracy,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',
2019-05-14 19:34:08,z_007_z,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',Planet Earth
2019-05-14 19:33:00,MichaeldeRoock,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',Netherlands
2019-05-14 19:32:08,ABC,b'A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l2xNFBCBND https://t.co/V04HyIrM6u',New York City / Worldwide
2019-05-14 19:18:59,Hindsubaiie,"b""I'm at Less Minimalist Specialty Coffee in Riyadh https://t.co/DtdYWfVyiN""",SA Riyadh.
2019-05-14 19:16:26,betterandco,b'My father-in-law loves growing grapes and making wine. The favors at our rehearsal dinner were specialty bottles of\xe2\x80\xa6 https://t.co/n5VYB3VajH',"New York, NY"
2019-05-14 19:07:25,ninetyy9_,"b'@saldossary__ \xe2\x9d\xa4\xef\xb8\x8f (@ Seven Grams Specialty Coffee - @7gm_coffee in Dammam, Ash Sharqiyah) https://t.co/8n1UVdbRuh'",
2019-05-14 18:54:29,Cafejr40,"b""RT @elichap822: As #STLCards fans know ~ @Cafejr40 has become a MVP for our team. He currently has his 'own' coffee blend to share. Proceed\xe2\x80\xa6""","La guaira, VZ"
2019-05-14 18:42:01,99ADx,b'New FAV \xf0\x9f\x98\x8d\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd (@ Volume Coffee | Specialty Coffee in Riyadh) https://t.co/WSYPoRJZih',Kingdom of Saudi Arabia 🇸🇦💚
2019-05-14 18:38:25,BKells8,b'RT @ABCWorldNews: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/l3P4mP0Hr1 https://t.co/pj8\xe2\x80\xa6',Chester SC
2019-05-14 18:27:52,ElmhurstEats,"b'Brace yourselves, finals are coming .... Look out for some specialty themed drinks at both coffee shop locations (T\xe2\x80\xa6 https://t.co/Fk7uJjn9St'","Elmhurst, IL"
2019-05-14 18:26:00,Real_Infinity95,b'RT @ABC: A California coffee shop recently served a $75 cup of coffee -- and it sold out. https://t.co/ElwcOaitcK https://t.co/WA9ovR5v7Z',Unknown
